Year,Gender,Class,NrPS1,NrPSM1,NrPSA1,NrPCA1,NrPC1,NFS1,NPS1,NPC1,NET1,NL1,NrPS2,NrPSM2,NrPSA2,NrPCA2,NrPC2,NFS2,NPS2,NPC2,NET2,NL2,BS,PF,ECTS
2012,0,10,7,0,0,0,1,10,0,0.14,7.6,2.6,7,0,1,0,5,10,0.14,1.3,6.5,2.2,7.64,49.17,6
2015,0,12,7,0,2,0,5,10,0.43,1.3,8,2,6,0,0,0,5,9.42,0,1.3,2,2,3,38.15,4
2011,0,12,7,5,0,0,5,10,8.55,1.3,9.3,4.1,7,3,2,0,6,10,6.52,1.59,9.5,3.9,2.5,70.79,9
2014,0,9,7,0,0,0,6,10,0,1.59,6.6,2.7,7,0,0,0,7,10,0,1.88,8.1,2.58,4.64,48.12,6
2014,1,2,7,0,0,0,6,10,0,1.59,8.3,2.3,7,1,1,0,7,10,2.46,1.88,9.5,2.1,3.5,51.78,7
2014,0,5,7,2,0,0,6,10,4.2,1.59,8.3,2.85,7,1,0,0,6,10,2.17,1.59,8.2,2.6,0.78,53.11,8
2010,0,1,7,0,0,0,1,10,0,0.14,5.3,2.5,7,0,0,0,2,10,0,0.43,7.2,2,0,38.64,4
2015,0,6,7,0,0,0,6,10,0,1.59,7.9,2.7,7,0,0,0,7,10,0,2.02,2.9,2.35,6,44.38,4
2011,0,4,7,0,0,0,4,10,0,1.01,9.4,2.1,7,0,1,0,2,10,0.14,0.43,8.6,2.3,1,46.7,6
2009,0,7,7,0,0,0,2,10,0,0.43,3.1,2.4,4,0,0,0,2,7.68,0,0.43,0,2.6,2,28.1,4
2013,1,8,7,4,0,3,4,10,7.39,7.1,8.4,3.8,7,4,0,1,6,10,7.39,3.91,7.3,3.7,28.9,94.18,10
2014,1,8,7,4,2,0,7,10,7.97,1.88,9.2,4.4,7,3,1,0,7,10,6.23,1.88,9.5,3.05,22,88.55,10
2013,0,14,7,0,0,0,6,10,0,1.59,2.6,2.1,3,0,0,0,3,5.94,0,0.72,0,2,0,22.96,4
2016,0,11,7,0,1,0,7,10,0.14,1.88,2.6,2,4,1,0,0,2,7.97,2.17,0.43,1.05,0,4.5,29.18,4
2016,1,14,7,1,2,0,7,10,2.75,2.02,7.5,2.7,7,0,0,0,7,10,0,1.88,5,3.33,13.77,59.64,8
2010,1,7,7,0,0,4,1,10,0,7.68,5.1,2.3,7,0,0,0,13,10,0,3.62,6.5,2.6,1,41.9,4
2009,0,8,7,0,0,0,4,10,0,1.01,8.2,4,7,0,0,2,0,10,0,4.2,4.5,3.5,0,45.3,6
2014,0,11,7,2,1,0,7,10,4.49,1.88,6.7,2.5,7,1,1,0,7,10,2.46,1.88,4.8,2.3,3,48.67,6
2009,0,11,5,0,0,0,2,8.84,0,0.43,7.6,2.2,0,0,0,0,0,0,0,0,0,0,0,20.09,4
2011,1,3,6,0,1,0,3,9.71,0.14,0.72,7.8,3,7,1,0,0,7,10,2.17,1.88,9.2,2.4,0,48.44,7
2016,0,3,7,0,1,0,7,10,0.14,1.88,5.8,4.5,7,1,1,0,7,10,2.46,1.88,5,3,24.96,70.62,9
2009,0,1,6,0,1,0,0,9.42,0.14,0,7.5,2.05,4,0,0,0,0,7.68,0,0,5.5,2.1,0,36.48,4
2013,0,10,7,0,0,1,6,10,0,3.91,4.5,2.7,7,1,1,0,7,10,2.46,1.88,9.4,2.5,5,50.38,7
2010,0,14,7,0,2,2,2,10,0.43,4.78,4,2.3,7,0,1,0,6,10,0.14,1.59,7,2.7,0,39.66,4
2016,0,7,7,2,1,0,7,10,4.49,1.88,3.6,1.9,7,1,0,0,7,10,2.17,1.88,2.1,2.4,11.14,48.6,6
2014,0,1,6,0,1,0,4,9.42,0.14,1.01,8.3,2.2,6,2,0,0,2,9.42,4.2,0.43,5.9,2.4,0.4,45.03,5
2009,0,6,6,3,0,1,0,9.42,5.94,2.17,7.8,2.6,5,3,0,0,0,8.84,5.94,0,7.8,2.7,0,54.89,8
2013,1,1,7,2,5,2,5,10,5.65,5.65,5.8,5,6,3,2,2,4,9.71,6.52,5.43,9.4,3.2,16,79.07,9
2013,0,14,7,0,0,0,7,10,0,1.88,3.7,2.3,7,1,1,0,7,10,2.46,1.88,9.2,2.9,1.5,45.13,6
2014,0,5,3,0,0,0,0,7.1,0,0.49,8.8,2.15,2,0,0,0,0,5.65,0,0.28,6.4,0,0,32.52,4
2009,0,12,7,0,0,0,5,10,0,1.3,7.8,3,7,0,2,4,3,10,0.43,8.26,9.1,2.4,0,48.4,7
2015,0,14,7,0,0,0,6,10,0,1.59,8.2,2.05,7,0,0,0,7,10,0,2.02,2.3,2.1,7,43.34,4
2016,0,13,5,0,0,0,7,8.84,0,1.95,4.2,1.6,6,2,0,0,7,9.42,4.2,1.88,4,2.13,7.5,52.01,8
2014,0,7,7,0,1,0,6,10,0.14,1.59,7.2,2.2,7,0,0,0,6,10,0,1.59,7.6,2.15,1.5,43.55,4
2015,1,10,7,5,0,1,4,10,8.55,3.33,7.8,3.2,7,3,1,0,6,10,6.23,1.59,3.6,2.6,7.94,63.6,9
2014,1,8,7,0,0,0,7,10,0,1.88,9,2.8,7,0,0,0,7,10,0,1.88,8.1,2.25,3.5,49.65,7
2014,1,9,7,2,2,0,7,10,4.78,1.88,8.9,3.1,7,0,0,0,7,10,0,1.88,9,2.8,7.5,60.92,9
2010,0,10,7,1,1,3,3,10,2.46,6.81,8.1,2.7,7,1,0,0,9,10,2.17,2.46,8,2.1,0,50.47,7
2009,0,4,6,0,0,0,2,9.42,0,0.43,3.8,2,6,0,0,0,3,9.71,0,0.72,5.5,2,3,36.26,4
2013,1,10,7,0,1,0,7,10,0.14,1.88,6.5,2.6,7,1,0,0,7,10,2.17,1.88,9.4,2.4,4,50.88,7
2015,0,9,5,0,0,0,5,8.84,0,1.3,8.1,2.7,4,0,0,0,4,7.39,0,1.01,2.4,2.3,7.14,41.79,4
2015,0,3,7,1,0,0,7,10,2.17,1.88,7.7,2.7,7,0,0,0,7,10,0,2.02,2.75,2.3,12.4,52.47,8
2015,0,1,7,2,1,0,7,10,4.49,1.88,8.4,5.8,7,1,1,0,6,10,2.46,1.59,10,3.9,3,67.32,9
2010,0,8,7,4,1,2,4,10,7.68,5.36,8.5,3.4,7,4,0,2,5,10,7.39,5.65,7.5,3.2,20.08,84.45,10
2014,1,14,7,0,0,0,6,10,0,1.59,8.4,2.55,7,0,0,0,7,10,0,1.88,7.8,2.38,5,49.75,7
2011,0,5,6,0,2,0,0,9.42,0.43,0,0,2.1,6,0,1,0,0,9.42,0.14,0,8.8,2.3,0,33.4,4
2013,0,1,6,0,0,0,3,9.42,0,0.72,4.2,2.6,7,0,0,0,7,10,0,1.88,4.6,2.7,1.5,36.99,4
2014,1,3,7,4,1,0,7,10,7.68,1.88,6.4,3.05,7,1,2,0,7,10,2.75,1.88,8.3,3.03,6,61.39,9
2015,0,11,7,0,1,0,7,10,0.14,1.88,7.4,2.5,7,0,1,0,7,10,0.14,2.3,2.8,2.3,7.45,45.05,5
2012,0,2,7,0,0,0,7,10,0,1.88,6,2.4,5,0,0,0,7,8.55,0,1.88,5.1,2.1,10.03,46.63,6
2009,0,10,2,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,4
2016,0,1,7,6,1,3,4,10,9.71,7.1,8.5,3.5,7,4,1,0,6,10,7.68,1.59,4.6,2.7,26.75,89.57,10
2016,1,11,7,3,2,0,7,10,6.52,1.88,6,2.6,7,2,2,0,7,10,4.78,1.88,5.2,3.2,6.71,58.91,8
2010,1,11,5,1,1,0,6,8.55,2.46,1.59,9.9,3.25,7,0,0,0,5,10,0,1.3,7.8,2.7,0,49.63,7
2015,0,13,7,0,0,0,6,10,0,1.59,7.9,2.5,7,0,0,0,6,10,0,2.01,2.7,2.6,8,46.1,6
2012,0,1,7,0,1,0,6,10,0.14,1.59,8.4,3.4,6,0,1,0,2,9.71,0.14,0.43,5.2,2.9,20.06,63.65,8
2009,0,14,0,0,0,0,1,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,4
2014,0,11,7,0,1,0,6,10,0.14,1.59,8.4,2.4,6,2,0,0,6,9.42,4.2,1.59,7.7,2.2,3,50.88,7
2009,0,10,2,0,0,0,3,4.49,0,0.72,7.2,2,0,0,0,0,0,0,0,0,6.3,0,0,23.92,4
2011,1,2,7,0,1,0,5,10,0.14,1.3,9.8,2.2,7,0,0,0,4,10,0,1.01,8.8,2,1.28,47.6,7
2010,0,5,5,0,0,0,4,8.55,0,1.01,6.3,3.3,7,1,0,0,7,10,2.17,1.88,6.9,2.8,0,43.98,4
2011,1,12,7,0,1,0,4,10,0.14,1.01,9.3,2.8,7,0,2,0,6,10,0.43,1.59,7.7,3,0,47.62,7
2016,0,14,7,0,0,0,7,10,0,2.02,2.9,2,6,0,0,0,6,9.42,0,1.59,1.6,2.23,7.28,35.81,4
2014,0,4,7,0,1,0,6,10,0.14,1.59,8.5,2.65,7,0,0,0,7,10,0,1.88,7.6,2.48,3,48.11,6
2011,0,9,5,0,0,0,2,8.55,0,0.43,8.4,2.35,2,0,0,0,1,4.2,0,0.14,0,0,0,24.32,4
2010,0,7,6,1,0,0,1,9.42,2.17,0.14,0,2.5,6,0,0,0,0,9.42,0,0,5.8,2.1,0,31.64,4
2013,0,9,7,0,0,0,7,10,0,1.88,7.2,2.5,7,0,0,0,7,10,0,1.88,7.4,2,3,45.07,5
2012,0,13,7,0,1,0,5,10,0.14,1.3,9.3,2.8,7,2,1,0,6,10,4.49,1.59,4.6,2.2,5,51.48,7
2010,0,6,7,3,0,1,3,10,5.94,3.04,8.2,5.2,7,7,0,2,6,10,10,5.94,7,4.9,19,88.86,10
2010,0,5,7,0,0,0,5,10,0,1.3,9.4,3.7,7,0,0,0,6,10,0,1.59,6.9,2.9,0,47.65,7
2010,0,4,7,4,0,3,3,10,7.39,6.81,9.8,5.7,7,4,0,1,6,10,7.39,3.91,8.4,4.6,5.25,78.49,9
2016,1,6,7,0,1,0,7,10,0.14,1.88,6.2,2.8,7,3,0,0,7,10,5.94,1.88,4.5,2.5,6.71,52.19,8
2012,0,10,5,0,0,0,2,8.55,0,0.43,7.2,2.5,7,0,1,0,5,10,0.14,1.3,5.2,2.1,9.64,47.68,6
2011,0,11,7,4,2,2,2,10,7.97,4.78,9.6,6.1,6,2,3,2,5,9.71,5.07,5.65,8.5,5.2,15,87.83,10
2014,0,3,7,0,0,0,6,10,0,1.59,9.1,3.1,7,0,0,0,6,10,0,1.59,8.3,2.8,5.14,53.01,8
2009,0,7,7,0,0,0,3,10,0,0.72,0,0,6,0,1,1,0,9.71,0.14,2.17,0,2,2,21.15,2
2015,1,8,7,0,0,0,7,10,0,1.88,6.7,2.3,7,0,0,0,7,10,0,2.02,3.8,2.5,8.64,46.47,6
2009,1,10,7,0,1,1,6,10,0.14,3.91,8.5,4.4,7,0,1,1,5,10,0.14,3.62,8.3,3.3,2,53.64,8
2009,0,13,7,0,1,2,5,10,0.14,5.65,7.7,3,6,0,0,3,1,9.42,0,6.23,6.3,2.7,0,45.15,5
2016,0,6,7,0,0,0,4,10,0,1.01,4.2,2.3,5,0,0,0,6,8.55,0,1.59,3,0,8.14,36.46,4
2011,1,10,7,2,0,0,3,10,4.2,0.72,9.4,2.95,7,0,1,0,2,10,0.14,0.43,9.1,2.9,1,53.99,8
2016,0,10,7,0,0,0,7,10,0,1.88,3.7,1.7,7,0,0,0,4,10,0,1.22,1.4,2,5.57,34.41,4
2013,0,7,7,0,0,0,6,10,0,1.59,4.1,2.5,6,2,0,1,6,9.71,4.2,3.91,8.5,2.5,1.5,46.36,6
2015,0,14,7,0,0,1,6,10,0,3.91,7.5,3.1,7,2,0,0,7,10,4.2,2.02,2.5,2.3,7.5,50.18,7
2013,0,6,7,1,2,0,6,10,2.75,1.59,4.7,3.5,7,1,2,0,6,10,2.75,1.59,7.9,2.6,0.5,48.22,7
2009,0,2,7,3,2,0,6,10,6.52,1.59,8.9,4,7,5,1,5,1,10,8.84,8.84,9.6,4.2,23,93.44,10
2009,0,14,6,1,0,0,1,9.71,2.17,0.14,3.1,2.4,5,0,0,0,1,9.13,0,0.14,9.7,2.2,0,40.42,4
2009,0,2,7,0,0,0,3,10,0,0.72,8,2.3,7,1,0,0,1,10,2.17,0.14,9.5,2,0,46.79,7
2009,0,6,5,1,0,0,0,8.55,2.17,0,6.4,2.2,4,0,0,0,0,7.68,0,0,3.8,2.2,0,34.79,4
2009,0,6,7,1,0,0,5,10,2.17,1.3,6.4,2.2,7,3,0,0,2,10,5.94,0.43,5.5,2.8,0,47.17,7
2015,0,5,7,0,0,0,6,10,0,1.59,8.3,2.8,7,0,0,0,6,10,0,1.59,3,2.5,7,46.32,6
2013,0,9,7,0,0,0,6,10,0,1.59,8,2.4,7,0,0,0,7,10,0,1.88,7.7,2,2.75,45.94,6
2009,0,8,6,0,0,0,2,9.42,0,0.43,7.7,2,7,0,0,0,1,10,0,0.14,3.9,2.4,0,36.91,4
2016,1,10,7,1,0,0,7,10,2.17,1.88,4.4,2.1,7,2,1,0,7,10,4.49,1.88,3.8,3.1,7.64,50.04,7
2011,0,4,7,1,1,1,3,10,2.46,3.04,7,2.2,7,1,1,0,7,10,2.46,1.88,9.1,2.3,1,50.15,7
2009,1,9,7,1,0,2,3,10,2.17,5.07,9.4,6.3,7,0,1,0,7,10,0.14,1.88,6.1,3.1,0,54.87,8
2012,1,13,6,3,3,0,5,9.42,6.81,1.3,7.5,3.05,7,4,2,0,7,10,7.97,1.88,8.5,2.7,3,63.2,8
2013,0,10,7,0,1,0,7,10,0.14,1.88,8.6,2.5,7,1,0,0,7,10,2.17,1.88,8.1,2.5,1.6,49.48,7
2016,0,3,7,3,0,1,5,10,5.94,3.83,4.4,2,7,0,0,0,7,10,0,1.88,3.7,2.4,9.21,49.96,7
2010,0,10,7,3,1,3,3,10,6.23,6.81,6.8,3.1,7,2,0,0,12,10,4.2,3.33,7.8,3.5,0,57.77,8
2011,0,1,7,1,0,0,4,10,2.17,1.01,9,2.1,7,0,0,0,7,10,0,1.88,7.8,2.2,3.4,49.82,7
2013,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014,0,6,6,2,1,0,4,9.71,4.49,1.01,7,2.8,6,0,0,0,5,9.42,0,1.3,8.4,2.2,0.64,48.06,6
2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.11,4
2016,0,1,7,1,3,0,7,10,3.04,1.88,5,2.6,6,2,1,0,6,9.42,4.49,1.59,6.3,2.7,6.64,53.9,8
2016,0,14,7,0,0,0,7,10,0,2.02,4,2.2,7,2,0,0,7,10,4.2,1.88,1.6,2.3,11.2,46.42,6
2011,0,3,7,0,0,0,5,10,0,1.3,9,2.5,7,0,0,0,7,10,0,1.88,7.6,2.2,2,46.77,6
2011,0,11,3,0,1,0,0,5.94,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4
2010,0,4,7,0,1,6,0,10,0.14,9.42,5.2,2.1,7,0,1,0,9,10,0.14,2.46,8,2.8,4.5,47.83,7
2012,1,2,7,1,0,0,7,10,2.17,1.88,8,2.8,6,1,1,0,5,9.42,2.46,1.3,6.3,2.2,6.98,53.6,7
2011,1,4,7,3,3,1,5,10,6.81,3.62,6.8,2.9,7,3,2,0,5,10,6.52,1.3,7.5,2.5,1.92,58.81,8
2011,0,14,7,0,0,0,4,10,0,1.01,9.1,2.35,6,0,1,0,3,9.42,0.14,0.72,9.4,2.95,0,47.54,7
2014,0,12,7,1,0,0,7,10,2.17,1.88,8.4,2.6,7,2,4,0,7,10,5.36,1.88,9.2,2.1,4,57.7,8
2015,0,12,7,1,0,0,7,10,2.17,1.88,8.3,2.4,5,1,1,0,5,8.55,2.46,1.44,5.4,2.6,0.5,46.45,6
2016,0,14,7,0,0,0,7,10,0,2.02,4.6,2.3,7,2,0,0,7,10,4.2,1.88,3,2.33,11.06,49.28,7
2012,0,2,4,0,0,0,5,7.39,0,1.3,6.3,2.3,4,0,1,0,3,7.39,0.14,0.72,6.1,2.2,0,35.11,4
2009,0,11,7,7,0,6,0,10,10,9.42,10,5.6,7,6,0,3,1,10,9.42,6.23,10,4.2,22,102.48,10
2012,1,3,1,0,0,0,0,2.17,0,0,0,0,1,0,0,0,0,2.17,0,0,0,0,0,3.26,4
2012,0,6,7,4,2,2,5,10,7.97,5.65,8.8,5.5,7,6,1,3,4,10,9.71,7.1,9.6,6.2,25.98,105.32,10
2011,1,13,7,0,2,0,6,10,0.43,1.59,6,2.5,7,0,1,0,6,10,0.14,1.59,9.4,2.86,0,45,5
2012,0,11,7,0,0,0,5,10,0,1.3,9.3,2.6,7,3,0,0,4,10,5.94,1.01,5.7,2.2,1.79,50.46,6
2016,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,0,5,7,0,0,0,7,10,0,1.88,7.9,3,7,0,0,0,5,10,0,1.3,2.7,2.8,9.05,48.22,7
2009,1,4,6,2,0,0,2,9.42,4.2,0.43,4.3,2.2,5,0,0,0,2,8.84,0,0.43,3.9,2.5,3,39.59,4
2014,0,8,7,0,0,0,7,10,0,1.88,8.8,2.9,7,2,0,0,6,10,4.2,1.59,8.2,2.3,3.5,53.92,8
2011,0,6,7,3,2,0,6,10,6.52,1.59,9,2.2,7,2,1,0,5,10,4.49,1.3,9.2,2.4,7.64,65.17,9
2011,0,12,7,1,1,0,4,10,2.46,1.01,7.5,2.25,7,0,3,0,5,10,0.72,1.3,8.9,2,0,46.7,6
2016,0,2,7,1,1,0,5,10,2.46,1.3,4,1.7,7,4,0,0,7,10,7.39,1.88,1.3,2.65,7.64,47.67,6
2016,0,12,7,1,3,0,7,10,3.04,1.88,5.2,3.1,6,3,1,0,5,9.42,6.23,1.3,6.8,2.7,6.64,57.35,8
2013,0,8,7,4,1,2,5,10,7.68,5.65,8.6,4.5,7,1,1,0,7,10,2.46,1.88,8.1,3.3,25.5,87.05,10
2016,0,3,7,1,1,1,6,10,2.46,3.91,5.1,3,7,0,0,0,7,10,0,1.88,6.2,2.5,11.71,55.24,8
2009,0,1,3,0,0,0,0,5.94,0,0,0,0,1,0,0,0,0,2.17,0,0,0,0,0,6.08,4
2009,0,14,6,1,0,0,4,9.71,2.17,1.01,8.3,2.7,7,1,1,0,6,10,2.46,1.59,9.8,3.2,0,53.01,8
2012,0,9,7,0,0,0,6,10,0,1.59,6.6,2.5,7,0,1,0,7,10,0.14,1.88,6.3,2.2,10.51,50.87,6
2016,0,9,7,0,0,0,7,10,0,1.88,2.4,1.6,5,0,0,0,5,8.55,0,1.3,1.4,2.2,4.64,30.75,4
2009,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014,0,8,7,3,1,0,6,10,6.23,1.59,7.5,2.65,7,2,0,0,6,10,4.2,1.59,7.2,2.28,17,70.23,9
2012,0,12,6,0,0,0,3,9.42,0,0.72,5.8,2.7,6,2,0,0,0,9.42,4.2,0,2.8,2.5,0,38.36,4
2011,1,10,7,0,1,0,3,10,0.14,0.72,9.7,2.25,6,1,0,0,3,9.42,2.17,0.72,8.5,2,1,48.42,7
2014,0,11,7,1,2,0,7,10,2.75,1.88,6.8,2.6,7,6,0,1,6,10,9.42,3.91,8.6,2.9,4,61.49,9
2010,0,9,7,0,0,0,6,10,0,1.59,8.7,2.75,7,0,0,0,6,10,0,1.59,8,2.2,2.5,47.83,7
2016,0,3,7,0,0,0,6,10,0,1.59,4,1.8,7,2,0,0,7,10,4.2,1.88,2.2,2.2,10.18,45.33,5
2013,1,6,7,0,3,0,1,10,0.72,0.14,4,0,6,0,4,0,4,9.42,1.01,1.01,5.8,0,1.5,30.33,4
2009,1,3,4,0,0,0,3,7.68,0,0.72,10,4,7,0,0,1,2,10,0,2.75,10,3.3,0,51.9,8
2016,1,5,7,2,1,0,7,10,4.49,1.88,5,2.1,6,1,0,0,6,9.42,2.17,1.59,2.6,2.6,12.21,52.46,8
2014,0,14,7,3,0,0,6,10,5.94,1.59,7.9,2.35,7,2,1,0,5,10,4.49,1.3,8.2,2.3,0,54.42,8
2010,1,3,7,0,1,0,6,10,0.14,1.59,9.6,4,7,0,1,0,10,10,0.14,2.75,7.1,2.9,0,49.32,7
2013,0,11,7,5,0,0,7,10,8.55,1.88,9.3,6,7,1,2,0,7,10,2.75,1.88,8.4,2.6,24.64,89.06,10
2011,1,9,7,4,0,1,5,10,7.39,3.62,9.6,4.7,7,5,0,2,5,10,8.55,5.65,9.5,5.4,11.56,86.37,10
2013,1,10,7,0,1,0,4,10,0.14,1.01,6.6,3.2,7,2,0,0,7,10,4.2,1.88,8.4,2.3,3,51.44,8
2016,0,9,7,0,0,0,7,10,0,1.88,5,1.9,4,0,0,0,2,7.97,0,0.43,7.1,2.2,24.25,61.81,9
2013,1,9,7,3,0,0,6,10,5.94,1.59,6.1,2.5,7,1,0,0,7,10,2.17,1.88,7.8,2.2,4.14,53.72,8
2009,0,8,7,0,0,0,1,10,0,0.14,8.9,2.9,7,1,1,0,0,10,2.46,0,6.4,3.2,0,47.3,7
2015,1,6,7,0,0,0,7,10,0,1.88,8.1,2.7,7,0,0,0,7,10,0,1.88,2.3,2.4,8,45.84,6
2011,0,7,7,0,1,0,5,10,0.14,1.3,8.7,2.7,7,1,1,0,6,10,2.46,1.59,8.2,2.4,2.12,50.49,7
2014,0,2,7,1,2,0,7,10,2.75,1.88,7.5,2.3,7,1,0,0,6,10,2.17,1.59,8.6,2.1,3.5,52.11,7
2015,0,6,7,0,1,0,7,10,0.14,1.88,8,2.4,7,0,0,0,7,10,0,1.88,2.35,2.2,6,43.11,4
2009,0,5,7,1,0,0,2,10,2.17,0.43,0,2,7,0,0,0,1,10,0,0.14,5.7,2,0,31.44,4
2011,0,2,7,6,0,5,1,10,9.42,8.84,9.1,2.6,7,3,0,2,5,10,5.94,5.65,8,2.5,14.54,78.82,10
2012,0,9,6,4,0,0,4,9.42,7.39,1.01,6.9,2.5,7,2,1,0,2,10,4.49,0.43,6,2.5,10.35,62.03,8
2016,0,9,7,0,0,0,6,10,0,1.59,2.9,1.7,2,0,0,0,0,4.2,0,0,1.4,0,1.5,21.29,4
2012,0,13,7,1,3,0,5,10,3.04,1.3,7,2.9,7,4,2,0,7,10,7.97,1.88,5.6,2.6,7.5,59.68,8
2016,0,12,7,1,1,0,7,10,2.46,1.88,3.1,1.8,6,3,0,0,6,9.42,5.94,1.59,2.7,3,6.64,46.27,5
2016,0,4,1,0,0,0,1,2.17,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,4
2014,0,10,6,0,1,0,7,9.42,0.14,1.88,8.7,2.4,6,0,0,0,7,9.42,0,1.88,5.7,2.18,5.92,47.15,6
2014,1,1,7,0,1,0,5,10,0.14,1.3,6.1,2.1,1,1,0,0,1,2.17,2.17,0.14,0,0,0,23.1,4
2011,1,7,7,1,0,0,6,10,2.17,1.59,9.7,2.9,7,1,2,1,6,10,2.75,3.91,8.3,2.8,0.7,54.47,8
2014,0,5,7,0,1,0,6,10,0.14,1.59,6.8,2.8,7,0,0,0,7,10,0,1.88,8.3,2.9,3.5,48.36,6
2010,1,5,7,0,0,1,4,10,0,3.33,9.3,2.5,7,0,0,0,5,10,0,1.3,6.6,3,0,45.66,6
2013,0,12,6,0,0,0,6,9.42,0,1.59,3.1,2.3,7,0,1,0,7,10,0.14,1.88,6.9,2.05,5,40.69,4
2011,1,2,7,0,0,0,6,10,0,1.59,9.7,2.3,7,2,0,0,7,10,4.2,1.88,9.2,2.4,6.46,58.38,8
2009,0,12,6,0,0,0,1,9.71,0,0.14,7.5,2.3,4,0,1,0,1,7.39,0.14,0.14,5.3,2.4,0,37.26,4
2012,0,12,7,1,2,0,7,10,2.75,1.88,8.8,3.85,7,2,0,0,3,10,4.2,0.72,5.8,4.5,5.5,60.96,8
2014,1,7,7,3,1,0,7,10,6.23,1.88,8.5,3.6,7,0,1,0,7,10,0.14,1.88,9.1,2.65,17.5,72.75,9
2013,0,14,7,3,1,0,7,10,6.23,1.88,8.6,3.4,7,1,3,0,7,10,3.04,1.88,7,2.9,6.5,62.24,9
2012,0,13,7,0,0,0,4,10,0,1.01,7,3.45,7,2,0,0,5,10,4.2,1.3,6,2.5,8.29,54.73,7
2011,1,8,7,2,1,0,5,10,4.49,1.3,7.8,3.3,7,1,0,0,2,10,2.17,0.43,8,2.5,3.5,55.49,8
2012,0,2,7,2,0,0,5,10,4.2,1.3,6.1,2.3,1,0,0,0,1,2.17,0,0.14,0,0,0,25.34,4
2012,0,4,7,0,0,0,7,10,0,1.88,6.7,2.2,7,2,0,0,7,10,4.2,1.88,9.2,2.3,4.9,52.79,7
2014,0,6,6,0,2,0,6,9.71,0.43,1.59,8.7,2.5,7,0,0,0,6,10,0,1.59,8.4,2.3,4.64,50.42,7
2012,1,8,6,2,1,0,7,9.71,4.49,1.88,6.7,2.6,7,1,2,0,6,10,2.75,1.59,7.3,2.8,11.64,61.48,8
2013,0,3,7,1,0,0,6,10,2.17,1.59,6.8,2.5,7,1,0,0,6,10,2.17,1.59,8.1,2,1.75,48.39,7
2014,0,12,7,5,1,0,7,10,8.84,1.88,9.8,4.8,7,6,0,0,7,10,9.42,1.88,10,4.5,20,95.23,10
2015,0,1,7,0,2,0,6,10,0.43,1.59,8.2,2.6,7,0,1,0,7,10,0.14,2.02,3.4,2.4,6,45.97,6
2014,0,2,7,0,1,0,3,10,0.14,0.72,8.3,2.3,7,1,0,0,6,10,2.17,1.59,9,2.1,0.5,47.71,6
2009,0,2,6,0,0,0,1,9.42,0,0.14,8.4,2.05,7,0,0,2,5,10,0,5.65,8.9,2.1,2,46.9,7
2010,0,8,7,1,0,0,6,10,2.17,1.59,8.05,2.3,5,1,0,0,6,8.55,2.17,1.59,6.9,2.2,0,45.61,6
2013,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2009,0,13,2,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,4
2016,0,1,7,0,0,0,7,10,0,1.88,3.2,2.1,6,1,0,0,5,9.42,2.17,1.3,1.5,2.4,1.5,32.81,4
2010,0,2,7,3,0,0,5,10,5.94,1.3,6.6,3,7,1,0,0,6,10,2.17,1.59,7.2,3.6,2.5,55.13,8
2011,0,8,6,1,0,0,2,9.42,2.17,0.43,7.7,2.1,3,0,0,0,1,5.94,0,0.14,0,2,0,30.63,4
2009,0,1,7,0,0,0,0,10,0,0,4.9,2.4,1,0,0,0,0,2.46,0,0,0,0,0,19.67,4
2015,1,6,7,0,0,0,7,10,0,1.88,7.9,2.4,6,0,0,0,7,9.71,0,1.88,2.75,2.5,10.3,47.97,6
2010,1,9,4,1,0,0,0,7.39,2.17,0,8,2.4,2,0,0,0,0,4.2,0,0,6.4,2.7,0,37.79,4
2014,0,7,7,2,2,0,7,10,4.78,1.88,6.9,2.7,7,1,0,0,6,10,2.17,1.59,8.6,2.1,3.28,53.87,8
2009,0,1,7,0,0,0,5,10,0,1.3,7.4,2.5,7,0,0,1,4,10,0,3.33,7.3,2.4,2,45.11,5
2016,0,10,7,2,1,0,7,10,4.49,1.88,4.9,2.9,7,0,0,0,7,10,0,1.88,1.7,2.7,10.5,49.13,7
2016,0,1,7,1,2,1,6,10,2.75,3.91,10,5.2,6,2,1,2,5,9.42,4.49,5.65,8.8,6.1,19.07,87.67,10
2011,0,8,7,3,0,0,1,10,5.94,0.14,9.6,2.7,7,0,0,0,0,10,0,0,6.1,2.05,1,49.91,7
