Year,Gender,Class,NrPS1,NrPSM1,NrPSA1,NrPCA1,NrPC1,NFS1,NPS1,NPC1,NET1,NL1,NrPS2,NrPSM2,NrPSA2,NrPCA2,NrPC2,NFS2,NPS2,NPC2,NET2,NL2,BS,PF,ECTS
2016,1,6,6,0,2,0,7,9.42,0.43,1.88,2.9,1.8,7,1,1,0,7,10,2.46,1.88,1.7,2.13,11.04,42.16,4
2014,0,14,7,0,0,0,6,10,0,1.59,8.1,2.3,7,0,0,0,7,10,0,1.88,8.3,2.33,4.78,49.25,7
2014,0,3,7,0,1,0,2,10,0.14,0.43,5.5,2.4,7,2,0,0,4,10,4.2,1.01,8.4,2.3,3.64,48.94,7
2010,0,5,7,1,0,0,6,10,2.17,1.59,6.6,2.8,6,1,0,0,5,9.42,2.17,1.3,6.7,2.8,24,70.05,9
2015,0,4,7,0,0,0,7,10,0,1.88,7.8,2.7,7,1,0,0,7,10,2.17,1.88,2.3,2.6,7,46.94,6
2014,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014,0,2,6,0,0,0,5,9.71,0,1.3,8.3,2.2,7,1,0,0,7,10,2.17,1.88,8.7,2.3,3.5,50.37,7
2015,1,2,7,0,0,0,6,10,0,1.59,8.6,2.5,7,0,0,0,7,10,0,1.88,4.8,2.3,9,50.64,7
2009,1,13,5,0,0,0,0,8.84,0,0,6.8,2.2,0,0,0,0,0,0,0,0,6.1,2.3,0,30.63,4
2013,0,7,7,0,2,0,7,10,0.43,1.88,4.7,2.3,7,0,1,0,7,10,0.14,1.88,3.9,2.2,3,38.14,4
2012,1,3,6,0,0,0,4,9.42,0,1.01,5.4,2.7,7,0,1,0,7,10,0.14,1.88,6.4,2.2,7.35,46.1,5
2015,0,5,7,0,0,0,7,10,0,1.88,7.6,3,7,0,0,0,5,10,0,1.3,2.25,2.5,7.4,45.07,5
2013,1,9,6,1,0,0,6,9.71,2.17,1.59,5.5,2.3,7,0,0,0,7,10,0,1.88,8.3,2,4,46.6,6
2013,0,13,7,2,4,0,7,10,5.36,1.88,7,4.3,7,3,3,0,7,10,6.81,1.88,7.8,2.8,17,76.04,9
2010,0,14,7,0,1,2,4,10,0.14,5.36,9.1,4.6,7,1,1,0,4,10,2.46,1.01,7.8,3,24,77.62,9
2014,0,13,7,1,0,0,5,10,2.17,1.3,8.4,2.5,6,0,1,0,2,9.42,0.14,0.43,8.1,2.23,0.5,46.71,6
2013,0,4,7,1,0,0,7,10,2.17,1.88,8.1,2.3,7,0,1,0,7,10,0.14,1.88,8.2,3.1,3.14,51.22,7
2009,0,12,5,0,0,0,0,8.84,0,0,7,2.3,7,2,0,1,0,10,4.2,2.17,7.3,2.5,0,45.15,5
2014,0,12,7,0,2,0,7,10,0.43,1.88,8.4,2.4,7,1,0,0,5,10,2.17,1.3,9.9,2.5,0.5,50.35,7
2011,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2011,1,3,7,0,0,0,5,10,0,1.3,9.2,2.2,7,0,0,0,7,10,0,1.88,9.8,2.4,1,48.6,7
2009,0,11,7,0,0,0,6,10,0,1.59,8.8,3.4,6,0,0,5,2,9.42,0,9.13,9.7,2.3,0,50.35,8
2009,0,7,5,0,0,0,4,8.55,0,1.01,3.4,2,4,0,0,0,1,7.68,0,0.14,2.6,0,2,25.46,4
2014,0,6,6,0,1,0,6,9.42,0.14,1.59,8.7,2.3,7,0,0,0,7,10,0,1.88,8.1,2.25,6.64,51.18,7
2009,1,7,7,5,0,2,5,10,8.55,5.65,8.2,3.4,6,6,0,5,2,9.71,9.42,9.13,6.5,4.1,4,71.95,9
2010,0,12,7,0,0,1,5,10,0,3.62,9.1,2.9,7,1,0,0,9,10,2.17,2.46,6.9,2.3,0,47.79,7
2014,0,12,7,5,1,0,7,10,8.84,1.88,7.9,3.5,7,6,0,0,7,10,9.42,1.88,9.9,2.8,21.14,88.62,10
2013,0,2,7,1,0,0,7,10,2.17,1.88,5,2.1,7,0,1,0,7,10,0.14,1.88,3.8,2.3,4,40.95,4
2012,0,2,6,0,0,0,6,9.42,0,1.59,6.8,2.1,7,0,1,0,7,10,0.14,1.88,4.8,2.2,10.14,47.74,6
2016,1,6,7,1,1,0,7,10,2.46,1.88,6.4,2.2,7,2,0,0,7,10,4.2,1.88,3.4,2.8,5.21,49.53,7
2009,0,8,5,0,0,0,0,8.55,0,0,3.8,0,1,0,0,0,0,2.46,0,0,0,0,0,13.01,4
2011,1,14,7,0,1,0,5,10,0.14,1.3,7.5,2.7,7,0,1,0,5,10,0.14,1.3,9.2,3.1,0,46.96,6
2015,0,1,7,1,0,0,6,10,2.17,1.59,7.8,2.7,7,0,0,0,5,10,0,1.3,4.2,2.5,6,48.42,7
2016,0,4,7,0,1,0,7,10,0.14,1.88,2.4,1.9,7,0,0,0,7,10,0,1.88,1.6,2.6,8.71,37.59,4
2010,0,9,7,1,0,0,6,10,2.17,1.59,6.7,2.25,7,0,0,0,10,10,0,2.75,6.2,2.8,0,43.22,4
2015,0,13,7,0,0,0,7,10,0,1.88,8.1,2.2,7,0,0,0,5,10,0,1.44,2.3,2.3,12.39,49.1,7
2016,1,13,7,0,0,0,7,10,0,1.88,5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,0,9,7,0,0,0,4,10,0,1.01,7.3,2.2,7,0,1,0,7,10,0.14,2.02,2.6,3.3,7.5,45.22,5
2014,0,3,7,2,0,1,5,10,4.2,3.62,4.1,2.5,7,0,0,0,7,10,0,1.88,8.5,2.28,3,47.69,6
2016,0,8,7,0,0,0,7,10,0,1.88,2.6,1.9,2,0,0,0,2,4.2,0,0.43,2,0,4.64,25.35,4
2012,0,4,6,1,3,0,6,9.42,3.04,1.59,5.8,2.75,7,2,5,0,7,10,5.65,1.88,6.7,2.4,2.08,50.84,6
2009,0,10,7,0,1,3,3,10,0.14,6.81,7.2,2.7,7,1,2,3,4,10,2.75,7.1,7.6,2.3,2,50.62,8
2011,0,10,4,0,0,0,0,7.39,0,0,7.9,2.1,2,0,0,0,1,4.2,0,0.14,0,0,0,22.28,4
2013,0,1,7,4,3,0,6,10,8.26,1.59,6.8,3.2,6,0,3,0,6,9.71,0.72,1.59,5.2,2.3,1,50.18,7
2013,0,2,7,0,0,0,7,10,0,1.88,5.2,2.3,7,0,0,0,7,10,0,1.88,7,2.5,3.25,42.84,4
2016,0,6,6,0,0,0,6,9.71,0,1.59,5.5,2.8,7,2,0,0,7,10,4.2,1.88,1.5,2.15,7.64,45.21,5
2014,0,1,7,1,1,0,7,10,2.46,1.88,8.3,2.7,7,3,0,0,5,10,5.94,1.3,9.1,2.4,2,56.87,8
2010,0,6,7,2,0,0,4,10,4.2,1.01,9.2,4.3,7,1,0,0,4,10,2.17,1.01,0,3.2,1.5,48,7
2009,0,6,7,0,0,0,2,10,0,0.43,6.7,2.2,6,0,0,0,0,9.71,0,0,4.3,2.4,0,36.69,4
2010,0,2,7,0,0,1,5,10,0,3.62,7.1,2.8,5,0,0,0,5,8.84,0,1.3,7.3,2.9,15.5,58.84,8
2012,0,7,6,0,1,0,5,9.42,0.14,1.3,8.3,2.2,7,2,3,0,7,10,5.07,1.88,7,2.05,3.5,50.63,6
2013,1,5,7,0,1,0,7,10,0.14,1.88,6.1,2.9,7,1,0,0,7,10,2.17,1.88,6.6,2.3,1.8,45.03,5
2015,0,13,7,0,0,0,6,10,0,1.59,6.4,2.3,7,0,0,0,6,10,0,1.73,2.4,2.25,5.14,39.97,4
2016,0,6,7,1,0,0,7,10,2.17,1.95,3.3,1.8,7,2,0,0,7,10,4.2,1.88,4.3,2.6,9.06,49.07,7
2009,0,9,7,0,1,0,3,10,0.14,0.72,9.2,2.8,7,0,0,3,4,10,0,7.1,9.6,2.1,2,51.17,8
2014,1,4,7,1,1,1,6,10,2.46,3.91,5.8,3.3,7,1,0,0,6,10,2.17,1.59,9,3.83,8.78,60.76,9
2016,0,13,7,6,1,1,5,10,9.71,3.9,4.4,3.5,4,0,0,0,5,7.39,0,1.3,1.4,2.03,5.5,32.06,4
2009,0,13,6,0,0,0,5,9.71,0,1.3,9.6,2.8,7,0,0,0,0,10,0,0,10,2.4,0,48.71,7
2009,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2013,0,1,7,1,2,1,5,10,2.75,3.62,4.4,3.9,7,1,5,1,6,10,3.62,3.91,7.8,2.4,3,52.53,8
2014,0,12,7,0,0,0,6,10,0,1.59,8.4,2.2,7,1,0,0,5,10,2.17,1.3,9.3,2.1,0.5,48.04,6
2013,0,12,7,0,0,0,6,10,0,1.59,6.1,2.1,7,0,0,0,6,10,0,1.59,8.8,0,5.56,43.66,4
2011,0,6,3,0,0,0,0,5.94,0,0,0,0,3,0,1,0,0,5.94,0.14,0,0,0,0,9.05,4
2014,1,2,6,0,0,0,7,9.42,0,1.88,8.3,2.4,6,1,0,0,7,9.71,2.17,1.88,9.5,2.1,3.5,51.08,7
2015,0,12,7,3,1,0,6,10,6.23,1.59,8.1,2.8,6,1,2,0,6,9.42,2.75,1.59,2.8,2.2,3,49.87,7
2010,0,1,7,0,0,0,3,10,0,0.72,3.6,2.4,7,0,0,0,4,10,0,1.01,3.8,2.9,0,33.96,4
2016,0,8,7,0,0,0,5,10,0,1.3,2.8,2,5,1,0,0,5,8.55,2.17,1.3,2.5,0,4.64,31.99,4
2012,1,7,7,3,3,0,7,10,6.81,1.88,9,2.5,7,6,1,0,7,10,9.71,1.88,9,2.1,13.37,76.38,9
2015,0,11,6,0,0,0,5,9.42,0,1.3,6.4,2.3,7,0,2,0,7,10,0.43,2.02,3.3,2.05,4,39.88,4
2010,0,11,2,0,0,0,0,4.2,0,0,5.4,0,4,0,0,0,0,7.39,0,0,7.6,0,0,24.94,4
2009,0,8,7,0,0,0,0,10,0,0,8.6,2.6,7,0,0,0,0,10,0,0,5.5,3.4,0,43.13,4
2011,0,7,7,1,0,0,4,10,2.17,1.01,9.7,2.2,7,0,3,0,6,10,0.72,1.59,9.5,2.5,0.7,51.47,8
2009,0,12,7,0,1,1,1,10,0.14,2.46,9.1,2.3,7,0,0,1,5,10,0,3.62,9.2,2,0,47.06,7
2009,0,11,2,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,4
2013,0,10,7,0,0,0,7,10,0,1.88,5.6,4.8,7,0,0,0,7,10,0,1.88,8,2.2,2.25,47.44,6
2015,0,4,7,0,0,0,3,10,0,0.72,6.4,2.1,3,0,0,0,2,5.94,0,0.43,0,0,7,30.92,4
2015,1,6,7,1,4,0,7,10,3.33,1.88,6.1,2.6,6,0,5,0,6,9.42,1.3,1.59,2.8,3,9,49.94,7
2014,0,11,7,5,1,1,5,10,8.84,3.62,6.5,2.5,7,5,0,0,6,10,8.55,1.59,7.2,2.5,5.5,65.07,9
2015,1,3,7,2,2,0,7,10,4.78,1.88,8.4,2.8,7,2,0,1,6,10,4.2,3.91,5.25,2.6,6,58.6,8
2016,1,2,7,2,2,0,7,10,4.78,1.88,5.8,2,6,3,0,0,7,9.42,5.94,1.88,2.2,2.38,6.85,51.28,7
2013,0,3,7,0,0,0,5,10,0,1.3,8.2,2.2,7,1,0,0,6,10,2.17,1.59,7.8,2.1,1.5,46.92,6
2012,0,14,7,3,4,1,5,10,7.1,3.62,9,2.7,7,4,2,0,5,10,7.97,1.3,8.2,2.8,3.89,66.32,9
2016,1,9,7,4,3,1,5,10,8.26,3.9,7.4,3.4,6,2,1,0,6,9.71,4.49,1.59,4.8,3.1,29.75,86.14,10
2015,0,2,7,0,0,0,5,10,0,1.3,7.6,2.2,7,0,0,0,6,10,0,1.59,5.8,2.3,6,47.22,6
2009,0,14,7,0,0,0,3,10,0,0.72,7.9,3,7,0,0,1,5,10,0,3.62,8.4,2.2,0,45.56,6
2014,1,3,7,2,1,0,6,10,4.49,1.59,8.5,2.9,7,1,0,0,4,10,2.17,1.01,9,2.13,1.14,54.13,8
2009,1,3,6,3,0,0,4,9.42,5.94,1.01,8.3,2.5,7,5,0,3,4,10,8.55,7.1,9.5,2.4,0,61.91,9
2016,0,7,7,1,2,0,7,10,2.75,1.88,6.1,5.3,7,0,1,0,7,10,0.14,1.88,4.1,2.9,26.5,72.73,9
2010,0,1,7,6,0,1,2,10,9.42,2.75,8.7,5.3,7,6,0,2,1,10,9.42,4.49,8,7.8,16,95.45,10
2009,1,8,7,1,0,0,1,10,2.17,0.14,9.3,2,6,2,0,0,1,9.71,4.2,0.14,4.3,3.5,2,49.85,7
2011,1,8,7,1,0,0,6,10,2.17,1.59,9.5,3.25,7,1,0,0,7,10,2.17,1.88,6.6,2.15,1,50.78,7
2010,0,13,7,2,1,2,3,10,4.49,5.07,9.4,2.7,7,1,1,0,0,10,2.46,0,7.7,2.3,0,53.34,8
2011,1,5,7,1,2,0,5,10,2.75,1.3,7,2.6,7,0,4,0,7,10,1.01,1.88,8.4,3.9,10.04,60.22,9
2010,0,7,7,0,0,1,3,10,0,3.04,8.6,2.6,6,0,0,0,5,9.42,0,1.3,6.5,2.5,0,43.45,4
2016,1,13,7,0,0,0,7,10,0,1.88,3.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,2,7,0,0,0,6,10,0,1.59,6.1,2.2,7,1,0,0,7,10,2.17,1.88,6.6,2.1,3.64,45.08,5
2014,0,4,6,0,1,0,6,9.42,0.14,1.59,9,2.95,6,0,0,0,5,9.42,0,1.3,5.6,2.8,0,43.31,4
2015,0,4,7,0,2,0,7,10,0.43,1.88,8.3,4.1,7,0,0,0,7,10,0,1.88,3.8,3.2,8,52.42,8
2014,0,4,6,0,0,0,4,9.42,0,1.01,8.3,2.5,2,0,0,0,2,4.2,0,0.43,0,0,0,25.33,4
2013,0,11,5,0,0,0,3,8.55,0,0.72,6.7,2.1,7,1,0,0,7,10,2.17,1.88,7,2.4,1.7,43.43,4
2010,1,12,1,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,4
2011,1,3,7,0,0,0,4,10,0,1.01,7.9,2.3,7,1,0,0,7,10,2.17,1.88,6.8,2.6,2.14,46.98,6
2009,0,13,7,1,1,3,2,10,2.46,6.52,8,3.3,7,2,4,2,4,10,5.36,5.36,6.4,3.5,2,57.69,8
2011,0,6,7,0,2,0,4,10,0.43,1.01,7.7,2.9,7,1,1,0,7,10,2.46,1.88,8,2.4,2.06,49.57,7
2009,0,12,6,0,0,0,5,9.42,0,1.3,5,2.4,7,2,1,3,2,10,4.49,6.52,7,2.8,0,45.11,5
2012,0,13,7,0,0,0,4,10,0,1.01,9,2.25,7,2,1,0,6,10,4.49,1.59,4.2,2.2,6.79,51.22,7
2011,1,6,6,0,2,0,5,9.42,0.43,1.3,9.6,3.7,7,2,2,0,7,10,4.78,1.88,8.6,2.9,0.98,55.85,8
2011,0,7,7,2,0,0,3,10,4.2,0.72,9.7,2.4,7,0,1,0,0,10,0.14,0,7.9,2.5,0,50.1,7
2016,0,10,7,0,0,0,7,10,0,1.88,4.4,2.1,7,1,0,0,5,10,2.17,1.3,4.8,4.8,10.64,52.53,8
2016,1,9,7,0,0,0,7,10,0,1.88,2.9,1.8,7,0,0,0,7,10,0,1.88,1.4,2.2,4.5,32.86,4
2016,0,5,6,1,0,0,2,9.42,2.17,0.43,5.8,1.9,6,0,0,0,5,9.71,0,1.3,1,2.4,7.71,41.06,4
2015,1,4,7,0,2,0,7,10,0.43,1.88,8,3,7,0,0,0,7,10,0,1.88,4.25,3.2,7,49.8,7
2014,0,4,5,0,0,0,6,8.55,0,1.59,6.9,2.2,6,0,0,0,6,9.42,0,1.59,6.3,0,3,37.62,4
2015,1,4,7,0,2,0,7,10,0.43,1.88,7.6,2.9,7,1,0,0,7,10,2.17,1.88,4,2.1,8,50.27,7
2013,0,7,7,2,2,0,6,10,4.78,1.59,3.2,2.2,7,3,1,0,7,10,6.23,1.88,7.8,2.3,3.39,51.89,8
2011,0,5,7,0,0,0,4,10,0,1.01,9.7,2.1,5,0,0,0,6,8.55,0,1.59,9,2.3,2.14,47.78,7
2010,0,4,7,0,0,0,3,10,0,0.72,8.4,3.2,5,1,0,0,4,8.55,2.17,1.01,0,2.7,6,43.34,4
2013,0,13,7,0,0,0,0,10,0,0,4.2,3,7,0,0,0,5,10,0,1.3,7,2.5,1.5,40.45,4
2016,0,14,7,2,4,0,7,10,5.36,2.02,5.2,1.8,5,3,0,0,5,8.55,5.94,1.3,4,2.03,6.42,51.46,8
2009,0,1,3,0,0,0,0,5.94,0,0,5.1,0,0,0,0,0,0,0.14,0,0,0,0,0,10.94,4
2012,0,1,7,2,0,0,7,10,4.2,1.88,8.1,2.6,6,0,1,0,5,9.71,0.14,1.3,7.8,2.2,14.51,62.7,8
2010,0,14,6,0,0,0,1,9.42,0,0.14,7,2.2,5,0,0,0,5,8.55,0,1.3,6.9,2.2,0,38.91,4
2010,1,13,7,0,1,3,3,10,0.14,6.81,6.6,2.95,7,0,2,0,13,10,0.43,3.62,7.6,2.6,0,45.64,6
2013,1,14,7,2,0,0,7,10,4.2,1.88,7.5,3.9,6,1,2,0,7,9.42,2.75,1.88,8.8,2.2,3.5,57.01,8
2010,0,9,4,0,0,0,0,7.39,0,0,0,2.7,2,0,0,0,0,4.2,0,0,0,0,0,13.42,4
2016,0,10,7,0,0,0,6,10,0,1.59,4.6,2,7,0,0,0,7,10,0,1.88,1.9,3.1,7.64,40.77,4
2012,1,10,7,1,0,0,7,10,2.17,1.88,7.9,3.3,7,1,2,1,6,10,2.75,3.91,7.1,2.4,13.59,63.68,8
2013,0,14,7,0,0,0,6,10,0,1.59,3.1,2.1,3,0,0,0,3,5.94,0,0.72,0,2,0,23.58,4
2011,1,3,7,6,0,2,4,10,9.42,5.36,9.3,5,7,5,1,4,1,10,8.84,7.68,8,6.1,20.28,97.85,10
2015,0,4,7,0,0,0,7,10,0,1.88,7.8,2.3,7,2,0,0,6,10,4.2,1.59,2.3,2.1,6,46.44,6
2010,0,14,7,0,1,2,4,10,0.14,5.36,7.2,2.8,7,1,0,0,6,10,2.17,1.59,7.2,2.4,0,46.15,6
2010,0,3,7,4,2,2,4,10,7.97,5.36,7,9,7,1,4,5,2,10,3.33,9.13,8.5,5.6,26.5,101.35,10
2011,1,2,7,2,1,0,4,10,4.49,1.01,9.2,2.6,7,1,0,0,3,10,2.17,0.72,7.1,2.6,10.14,61.71,9
2015,0,11,7,0,1,0,5,10,0.14,1.3,8.3,2.3,7,1,1,0,6,10,2.46,1.87,2.3,2.1,2,41.39,4
2016,0,14,5,0,0,0,3,8.55,0,0.72,2.4,1.7,2,0,0,0,0,4.2,0,0,0,0,0,15.82,4
2015,0,10,7,0,0,0,6,10,0,1.59,7.4,2,6,0,0,0,6,9.42,0,1.73,2.2,2.1,6,40.6,4
2015,0,10,7,0,0,0,6,10,0,1.59,7.8,2.3,7,0,0,0,6,10,0,1.73,2.6,2.5,6,43.26,4
2014,0,3,7,1,1,0,7,10,2.46,1.88,7.7,2.45,7,1,0,0,7,10,2.17,1.88,8.3,2.2,5.5,54.21,8
2015,1,10,7,0,0,0,7,10,0,1.88,8,2.3,7,0,0,0,7,10,0,2.02,5.5,2.7,6.14,48.44,7
2009,0,10,7,4,1,2,5,10,7.68,5.65,9.5,7.5,7,0,2,0,1,10,0.43,0.14,7.8,5.3,23.25,91.83,10
2016,1,6,7,4,1,1,6,10,7.68,3.91,6.2,2.4,6,2,1,0,5,9.42,4.49,1.3,4.4,2.2,9.64,59.88,8
2013,0,14,7,0,1,0,6,10,0.14,1.66,6,2.3,7,0,2,0,7,10,0.43,1.88,7,2.8,1.25,42.88,4
2013,0,13,7,0,0,0,6,10,0,1.59,4.9,2.4,7,0,2,0,4,10,0.43,1.01,7,2,1.5,40.16,4
2013,0,3,7,0,0,0,5,10,0,1.3,8.5,2.6,7,0,0,0,6,10,0,1.59,9.1,2.1,1.25,47.2,6
2015,1,5,7,1,2,1,6,10,2.75,3.91,7,4.1,6,1,0,0,4,9.42,2.17,1.01,5.25,2.3,11,58.97,8
2013,1,8,7,0,0,0,6,10,0,1.59,6.8,3.6,7,0,0,0,7,10,0,1.88,5.9,2.5,4.45,46.87,6
2012,1,14,7,3,3,0,7,10,6.81,1.88,9.2,3.4,7,2,2,0,7,10,4.78,1.88,8.1,2.6,7,66.66,9
2014,0,6,7,0,0,0,6,10,0,1.59,7.5,2.25,6,0,1,0,6,9.71,0.14,1.59,9.5,2.7,3.5,49.13,7
2010,0,4,7,0,0,0,3,10,0,0.72,4.7,2.1,6,0,0,0,0,9.42,0,0,8,0,0,34.3,4
2013,1,12,7,0,3,0,7,10,0.72,1.88,7,3.1,7,1,4,0,7,10,3.33,1.88,9.7,2.8,2.92,54.11,8
2011,0,5,6,0,0,0,0,9.42,0,0,6.2,2.2,5,0,1,0,4,8.55,0.14,1.01,0,0,0.28,25.75,4
2016,1,6,7,0,0,0,7,10,0,1.95,5.7,2.2,7,2,0,0,7,10,4.2,2.02,4.6,2.25,10.06,51.79,8
2016,0,3,7,0,0,0,5,10,0,1.3,2.3,1.8,4,0,0,0,0,7.39,0,0,1,0,4.5,25.37,4
2009,0,7,6,0,0,0,6,9.71,0,1.59,6.2,2.4,6,0,1,1,5,9.71,0.14,3.62,5,2.4,2,40.41,4
2014,0,1,7,2,2,0,6,10,4.78,1.59,6.5,2.2,6,4,1,0,3,9.42,7.68,0.72,9.5,2.1,2,57.13,8
2010,0,3,7,0,0,0,4,10,0,1.01,9.8,2.5,7,1,0,0,4,10,2.17,1.01,6.6,2.8,0,47.45,6
2014,0,13,7,0,0,0,7,10,0,1.88,5.2,2.35,7,1,0,0,7,10,2.17,1.88,8,2.13,3.5,45.95,8
2011,0,5,3,0,1,0,0,5.94,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4
2013,0,3,7,0,0,0,5,10,0,1.3,6.5,2.6,7,0,0,0,6,10,0,1.59,5.5,2.1,1.5,40.45,4
2013,0,8,7,0,0,0,5,10,0,1.3,7.2,2.3,7,0,0,0,7,10,0,1.88,6.8,2.2,4.3,45.47,6
2015,0,8,7,0,0,0,7,10,0,1.88,6.1,2.9,7,0,0,0,7,10,0,2.02,2.5,2.4,8.14,44.17,4
2013,1,13,7,0,0,0,5,10,0,1.3,8.5,2.1,4,0,1,0,3,7.39,0.14,0.72,0,0,0,27.99,4
2011,0,4,7,0,0,0,4,10,0,1.01,7.6,2.1,6,0,0,0,6,9.42,0,1.59,7.1,2.5,0.28,41.92,4
2013,1,5,7,4,0,0,6,10,7.39,1.59,6.2,4,7,1,0,0,7,10,2.17,1.88,6.3,2.5,1.3,53.73,8
2012,1,2,7,1,0,0,7,10,2.17,1.88,6.2,2.4,6,0,1,0,6,9.42,0.14,1.59,6.7,2.1,4.92,46.66,6
2013,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014,1,4,7,2,1,2,4,10,4.49,5.36,8.1,3.1,7,4,0,1,5,10,7.39,3.62,8.3,2.7,2.89,62.67,9
2010,0,9,7,1,0,0,5,10,2.17,1.3,9.5,2.2,7,0,0,0,8,10,0,2.17,7.5,2.2,0,46.99,6
2011,0,5,7,0,0,0,0,10,0,0,9,2.2,7,0,1,0,4,10,0.14,1.01,9.3,2.4,2.14,48.46,7
2016,0,7,7,1,3,0,7,10,3.04,1.88,6.6,2.6,7,0,0,0,6,10,0,1.59,2.3,2.55,27,66.61,9
2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,0,10,7,0,0,0,7,10,0,1.88,7.2,2.6,7,0,0,0,7,10,0,2.02,2.8,3,6.14,44.37,4
2013,0,3,7,1,0,0,7,10,2.17,1.88,8.4,2.4,6,0,0,0,7,9.42,0,1.88,9.4,2,1.14,48.77,7
2015,1,2,7,0,0,0,7,10,0,1.88,8.4,2.5,7,0,1,0,7,10,0.14,1.88,5.9,2.2,9.3,52.41,8
2010,0,4,7,0,0,0,0,10,0,0,9.4,2.2,7,0,0,0,1,10,0,0.14,8,2.5,0,45.01,5
2016,0,1,7,1,0,0,7,10,2.17,1.88,2.9,1.8,7,3,2,0,7,10,6.52,1.88,1.45,2.8,7.71,45.79,5
2016,0,8,7,0,0,0,7,10,0,1.88,3.8,1.8,7,0,0,0,7,10,0,1.88,2.9,2.7,8.64,41.16,4
2013,0,7,7,1,0,0,7,10,2.17,1.88,4,2.5,7,1,1,0,6,10,2.46,1.66,5.8,2.3,2.75,43.92,4
2011,0,1,7,2,0,0,1,10,4.2,0.14,7.8,2.1,7,1,0,0,2,10,2.17,0.43,6.5,2.2,0.42,47.33,6
2009,0,14,3,0,0,0,0,6.23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13.42,4
2014,0,2,7,0,0,0,6,10,0,1.59,8.3,2,7,1,0,0,7,10,2.17,1.88,9.6,2.1,3.5,51.09,7
2014,0,10,6,0,0,0,7,9.71,0,1.88,8.8,2.45,7,0,0,0,7,10,0,1.88,8.4,2.18,5.28,50.61,7
2012,0,10,7,0,0,0,7,10,0,1.88,6.2,2.4,7,1,0,1,5,10,2.17,3.62,6.5,2.3,9.06,51.71,7
2015,0,10,6,0,0,0,5,9.42,0,1.3,7.5,2.4,7,0,0,0,7,10,0,2.02,2.3,2.2,3.14,38.86,4
2012,0,2,7,2,1,0,7,10,4.49,1.88,6.8,2.9,7,1,1,0,6,10,2.46,1.59,7,2.5,8.35,57.87,8
2012,0,12,6,0,0,0,1,9.42,0,0.14,8.1,2.2,7,1,1,0,1,10,2.46,0.14,7.8,2.6,4.32,49.69,6
2014,0,11,6,2,0,0,2,9.42,4.2,0.43,6.1,2.2,7,1,1,0,3,10,2.46,0.72,4.8,2.8,1.14,45.03,5
2014,0,11,7,0,1,0,6,10,0.14,1.59,8,2.7,7,1,0,0,7,10,2.17,1.88,9.2,2.2,5.5,53.75,8
2009,0,14,5,0,0,0,4,8.84,0,1.01,8.4,2.4,7,0,0,0,7,10,0,1.88,9.8,2.2,0,45.65,6
2012,0,4,7,2,2,0,7,10,4.78,1.88,8.4,2.6,7,2,4,0,7,10,5.36,1.88,5.1,2.3,7,58.53,8
2011,1,14,7,2,2,0,0,10,4.78,0,9.8,3.1,7,2,2,0,0,10,4.78,0,9.4,2.45,0,58.27,8
2013,0,2,1,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,4
2016,0,10,7,0,0,0,7,10,0,1.88,4.2,2.2,6,0,1,0,7,9.42,0.14,1.88,1.5,0.4,8.5,36.29,4
2015,0,9,7,0,0,0,6,10,0,1.59,5.5,2.3,7,0,0,0,6,10,0,1.59,4,2.4,7,43.3,4
2009,0,4,7,0,0,0,5,10,0,1.3,2.1,2,6,0,0,0,1,9.42,0,0.14,5.4,2,0,31.3,4
2013,0,14,7,2,2,0,5,10,4.78,1.3,5.2,4.6,7,3,3,0,7,10,6.81,1.88,7.8,3.1,2.14,59.25,9
2016,0,6,6,0,0,0,7,9.42,0,1.88,3.3,1.7,6,0,0,0,4,9.42,0,1.01,1.6,2.6,4.5,33.09,4
2011,1,5,7,1,1,0,2,10,2.46,0.43,6,3.5,7,1,2,0,4,10,2.75,1.01,8.8,2.9,3.42,53.69,8
2012,0,3,7,5,0,0,7,10,8.55,1.88,5,2.4,7,4,0,1,6,10,7.39,3.91,5.8,2.3,6.35,60.46,8
2010,0,10,6,0,0,0,5,9.42,0,1.3,6.5,0,1,0,0,0,0,2.17,0,0,0,0,0,17.14,4
2011,1,1,4,0,0,0,0,7.39,0,0,0,3.1,7,0,0,0,0,10,0,0,1.8,2.9,0,25.79,4
